Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source,Area_clean
Pasir Gudang,880000,1900.0,4.0,5.0,Terrace House,Kaggle,Pasir Gudang
Other,1180000,2800.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,360000,1800.0,3.0,2.0,Terrace House,Kaggle,Other
Pasir Gudang,700000,2450.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Other,788000,1680.0,4.0,3.0,Terrace House,Kaggle,Other
Other,538000,1540.0,3.0,2.0,House (Others),Kaggle,Other
Johor Jaya,930000,2828.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Other,365000,520.0,4.0,1.0,Condominium,Kaggle,Other
Other,630000,1216.0,3.0,3.0,Condominium,Kaggle,Other
Other,388000,775.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1350000,2669.0,4.0,4.0,Terrace House,Kaggle,Other
Other,640000,1650.0,4.0,3.0,Terrace House,Kaggle,Other
Other,718000,2240.0,4.0,3.0,Terrace House,Kaggle,Other
Other,780000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,798000,1760.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,478000,1300.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1550000,3200.0,4.0,5.0,Terrace House,Kaggle,Other
Pasir Gudang,760000,2450.0,5.0,4.0,Terrace House,Kaggle,Pasir Gudang
Other,650000,1926.0,4.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,300000,574.0,1.0,1.0,Condominium,Kaggle,Other
Other,350000,658.0,1.0,1.0,Condominium,Kaggle,Other
Other,328000,900.0,3.0,2.0,Low-Cost House,Kaggle,Other
Johor Bahru,850000,1650.0,4.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,655000,1800.0,5.0,3.0,Terrace House,Kaggle,Other
Other,800000,1760.0,4.0,3.0,Terrace House,Kaggle,Other
Other,480000,1405.0,3.0,2.0,Condominium,Kaggle,Other
Other,470000,881.0,2.0,2.0,Condominium,Kaggle,Other
Kulai,468000,1400.0,3.0,2.0,Terrace House,Kaggle,Kulai
Johor Bahru,788000,2000.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,458000,1500.0,3.0,2.0,Terrace House,Kaggle,Other
Other,408000,2000.0,5.0,3.0,Terrace House,Kaggle,Other
Other,900000,1920.0,4.0,5.0,Terrace House,Kaggle,Other
Other,500000,1442.0,4.0,2.0,Terrace House,Kaggle,Other
Other,658000,2000.0,4.0,3.0,Terrace House,Kaggle,Other
Other,2000000,6749.0,6.0,5.0,Bungalow / Detached House,Kaggle,Other
Permas Jaya,448000,1150.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,550000,1302.0,4.0,2.0,Condominium,Kaggle,Other
Johor Bahru,595000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Johor Bahru,450000,1003.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,305000,658.0,1.0,1.0,Condominium,Kaggle,Other
Other,600000,1005.0,2.0,2.0,Condominium,Kaggle,Other
Other,2000000,3000.0,4.0,4.0,Terrace House,Kaggle,Other
Other,650000,1760.0,4.0,4.0,Terrace House,Kaggle,Other
Other,388000,770.0,3.0,1.0,Low-Cost House,Kaggle,Other
Mount Austin,355000,660.0,2.0,1.0,Condominium,Kaggle,Mount Austin
Bukit Indah,1980000,2583.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Bukit Indah
Other,608000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Other,368000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,408000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,650000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,408000,1005.0,3.0,2.0,Condominium,Kaggle,Other
Other,688000,1650.0,5.0,3.0,Terrace House,Kaggle,Other
Kulai,345000,770.0,3.0,2.0,Terrace House,Kaggle,Kulai
Pasir Gudang,470000,2770.0,3.0,2.0,Terrace House,Kaggle,Pasir Gudang
Other,420000,1320.0,4.0,3.0,Low-Cost House,Kaggle,Other
Other,460000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,385000,960.0,3.0,3.0,Terrace House,Kaggle,Other
Other,658000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Other,828000,1875.0,5.0,5.0,Terrace House,Kaggle,Other
Other,788000,2462.0,4.0,4.0,Terrace House,Kaggle,Other
Other,330000,1400.0,2.0,2.0,Terrace House,Kaggle,Other
Other,600000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,487000,1020.0,3.0,2.0,Condominium,Kaggle,Other
Other,1280000,5000.0,5.0,4.0,Terrace House,Kaggle,Other
Other,588000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Other,368000,1173.0,4.0,3.0,Terrace House,Kaggle,Other
Other,455000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Other,368000,770.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,730000,1170.0,4.0,4.0,Terrace House,Kaggle,Other
Other,638000,2200.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,388000,742.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,588000,1232.0,3.0,3.0,Condominium,Kaggle,Other
Other,600000,1760.0,3.0,3.0,Terrace House,Kaggle,Other
Skudai,740000,3500.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Skudai
Kulai,400000,1760.0,3.0,2.0,Terrace House,Kaggle,Kulai
Other,415000,1170.0,3.0,2.0,Terrace House,Kaggle,Other
Other,550000,1500.0,4.0,3.0,Terrace House,Kaggle,Other
Other,688000,2000.0,5.0,2.0,Terrace House,Kaggle,Other
Other,465000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,918000,3336.0,5.0,5.0,Terrace House,Kaggle,Kulai
Other,3700000,3330.0,6.0,7.0,Bungalow / Detached House,Kaggle,Other
Kulai,370000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Kulai
Other,618000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Mount Austin,480000,1033.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Other,800000,1500.0,4.0,3.0,Terrace House,Kaggle,Other
Other,3500000,10000.0,5.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,3500000,4800.0,9.0,7.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,358000,770.0,3.0,1.0,Terrace House,Kaggle,Other
Kulai,380000,775.0,3.0,2.0,Terrace House,Kaggle,Kulai
Other,550000,764.0,2.0,2.0,Condominium,Kaggle,Other
Other,360000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,470000,2500.0,3.0,2.0,Terrace House,Kaggle,Other
Kulai,498000,1540.0,4.0,3.0,Terrace House,Kaggle,Kulai
Other,550000,2078.0,4.0,4.0,Terrace House,Kaggle,Other
Other,310000,775.0,2.0,1.0,Low-Cost House,Kaggle,Other
Johor Bahru,968000,1400.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,590000,1500.0,3.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,400000,900.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,620000,1027.0,3.0,3.0,Condominium,Kaggle,Other
Other,2100000,3645.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,545000,1500.0,4.0,3.0,Terrace House,Kaggle,Other
Skudai,548000,1606.0,4.0,2.0,Terrace House,Kaggle,Skudai
Mount Austin,388000,786.0,2.0,1.0,Condominium,Kaggle,Mount Austin
Kulai,475000,1400.0,4.0,2.0,Terrace House,Kaggle,Kulai
Other,838000,1680.0,5.0,4.0,Terrace House,Kaggle,Other
Other,468000,1208.0,4.0,3.0,Condominium,Kaggle,Other
Other,430000,3000.0,3.0,2.0,Terrace House,Kaggle,Other
Other,345000,780.0,3.0,2.0,Terrace House,Kaggle,Other
Other,788000,1920.0,4.0,3.0,Terrace House,Kaggle,Other
Other,429000,2600.0,4.0,3.0,Terrace House,Kaggle,Other
Skudai,360000,1044.0,2.0,1.0,Low-Cost House,Kaggle,Skudai
Johor Jaya,1100000,3000.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Jaya
Johor Bahru,2680000,8000.0,7.0,5.0,Terrace House,Kaggle,Johor Bahru
Other,578000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,495000,1680.0,3.0,2.0,Terrace House,Kaggle,Other
Other,598000,1765.0,3.0,2.0,Town House,Kaggle,Other
Permas Jaya,420000,1114.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,499000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Other,548000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,438000,1800.0,3.0,3.0,Terrace House,Kaggle,Other
Other,460000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,518000,1760.0,4.0,2.0,Terrace House,Kaggle,Other
Other,420000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,490000,1100.0,3.0,2.0,Condominium,Kaggle,Other
Other,468000,1068.0,5.0,2.0,Condominium,Kaggle,Other
Other,335000,770.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,345000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,398000,774.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,800000,1001.0,2.0,2.0,Condominium,Kaggle,Other
Other,638000,1170.0,4.0,3.0,Terrace House,Kaggle,Other
Other,570000,2100.0,4.0,3.0,Terrace House,Kaggle,Other
Other,388000,1620.0,4.0,2.0,Terrace House,Kaggle,Other
Other,658000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,848000,2400.0,4.0,2.0,Terrace House,Kaggle,Other
Other,758000,2000.0,4.0,3.0,Terrace House,Kaggle,Other
Pasir Gudang,690000,1400.0,3.0,3.0,Terrace House,Kaggle,Pasir Gudang
Johor Bahru,768000,1960.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,358000,840.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,608000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,350000,1760.0,3.0,2.0,Terrace House,Kaggle,Other
Other,465000,1936.0,4.0,3.0,Terrace House,Kaggle,Other
Mount Austin,750000,1400.0,4.0,3.0,Terrace House,Kaggle,Mount Austin
Bukit Indah,750000,1615.0,4.0,4.0,Condominium,Kaggle,Bukit Indah
Other,350000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,470000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,880000,3400.0,6.0,6.0,Terrace House,Kaggle,Other
Other,1150000,4300.0,4.0,5.0,Terrace House,Kaggle,Other
Other,683000,1300.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1242500,4214.0,5.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,730000,2210.0,4.0,3.0,Cluster House,Kaggle,Other
Other,520000,1460.0,3.0,2.0,Terrace House,Kaggle,Other
Other,830000,1800.0,4.0,4.0,Terrace House,Kaggle,Other
Other,380000,1000.0,3.0,3.0,Terrace House,Kaggle,Other
Other,2550000,3200.0,5.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Taman Molek,1850000,1920.0,4.0,5.0,Terrace House,Kaggle,Taman Molek
Other,480000,646.0,2.0,1.0,Condominium,Kaggle,Other
Other,730000,1680.0,4.0,3.0,Terrace House,Kaggle,Other
Other,790000,1507.0,4.0,3.0,Terrace House,Kaggle,Other
Iskandar Puteri,2200000,2800.0,4.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Iskandar Puteri
Other,638000,2450.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,480000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Pasir Gudang,568000,1400.0,4.0,3.0,Terrace House,Kaggle,Pasir Gudang
Johor Bahru,768000,1439.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Skudai,650000,1540.0,3.0,1.0,Terrace House,Kaggle,Skudai
Other,890000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Mount Austin,680000,1317.0,4.0,3.0,Condominium,Kaggle,Mount Austin
Other,1100000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,600000,816.0,2.0,2.0,Condominium,Kaggle,Other
Permas Jaya,365000,770.0,3.0,2.0,Terrace House,Kaggle,Permas Jaya
Other,1900000,3541.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,2850000,4500.0,5.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Jaya,618000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Johor Jaya,1100000,3200.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Jaya
Other,328000,1216.0,4.0,3.0,Condominium,Kaggle,Other
Other,858000,1680.0,7.0,4.0,Terrace House,Kaggle,Other
Permas Jaya,890000,1300.0,4.0,3.0,Terrace House,Kaggle,Permas Jaya
Other,640000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1250000,2600.0,5.0,5.0,Cluster House,Kaggle,Other
Other,1250000,2608.0,6.0,5.0,Cluster House,Kaggle,Other
Other,2800000,3137.0,5.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Bukit Indah,600000,1400.0,3.0,2.0,Terrace House,Kaggle,Bukit Indah
Other,1430000,3080.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1300000,2384.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1300000,2384.0,4.0,4.0,Cluster House,Kaggle,Other
Other,1300000,1650.0,5.0,5.0,Cluster House,Kaggle,Other
Bukit Indah,1180000,1540.0,5.0,4.0,Terrace House,Kaggle,Bukit Indah
Other,899000,1680.0,4.0,4.0,Terrace House,Kaggle,Other
Other,850000,1680.0,4.0,4.0,Terrace House,Kaggle,Other
Other,480000,967.0,2.0,2.0,Condominium,Kaggle,Other
Other,778000,872.0,1.0,2.0,Condominium,Kaggle,Other
Other,1400000,2329.0,4.0,4.0,Terrace House,Kaggle,Other
Kulai,810000,1950.0,4.0,4.0,Terrace House,Kaggle,Kulai
Skudai,1120000,2380.0,5.0,5.0,Cluster House,Kaggle,Skudai
Johor Bahru,975000,2975.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Johor Jaya,568000,1760.0,4.0,2.0,Terrace House,Kaggle,Johor Jaya
Pasir Gudang,428000,1400.0,3.0,2.0,Terrace House,Kaggle,Pasir Gudang
Other,788000,3337.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,650000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Permas Jaya,388000,700.0,3.0,2.0,Low-Cost House,Kaggle,Permas Jaya
Other,760000,2240.0,4.0,3.0,Cluster House,Kaggle,Other
Iskandar Puteri,1850000,3000.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Iskandar Puteri
Other,558000,1800.0,3.0,3.0,Terrace House,Kaggle,Other
Other,1050000,2440.0,5.0,4.0,Terrace House,Kaggle,Other
Permas Jaya,560000,1635.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,488000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,3300000,6000.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,948000,2550.0,5.0,5.0,Terrace House,Kaggle,Other
Bukit Indah,980000,2470.0,4.0,4.0,Terrace House,Kaggle,Bukit Indah
Other,350000,1013.0,3.0,2.0,Condominium,Kaggle,Other
Other,980000,2080.0,5.0,5.0,Cluster House,Kaggle,Other
Other,1800000,2080.0,4.0,4.0,Cluster House,Kaggle,Other
Johor Jaya,950000,3200.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Johor Bahru,1450000,3200.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Other,700000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,320000,990.0,4.0,2.0,Condominium,Kaggle,Other
Iskandar Puteri,4500000,6305.0,6.0,7.0,Bungalow / Detached House,Kaggle,Iskandar Puteri
Other,1150000,2720.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,4900000,4900.0,7.0,6.0,Bungalow / Detached House,Kaggle,Other
Other,300000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Kulai,4200000,1540.0,13.0,7.0,Bungalow / Detached House,Kaggle,Kulai
Other,1700000,2140.0,5.0,5.0,Cluster House,Kaggle,Other
Other,3700000,2303.0,5.0,5.0,Condominium,Kaggle,Other
Pontian,850000,2600.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Pontian
Other,1000000,1680.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,480000,1340.0,3.0,2.0,Terrace House,Kaggle,Other
Other,470000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Permas Jaya,380000,830.0,2.0,2.0,Condominium,Kaggle,Permas Jaya
Segamat,465000,1540.0,4.0,3.0,Terrace House,Kaggle,Segamat
Other,300000,1001.0,3.0,2.0,Condominium,Kaggle,Other
Other,680000,1680.0,5.0,3.0,Terrace House,Kaggle,Other
Other,2580000,3190.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,470000,900.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,1150000,1540.0,4.0,4.0,Cluster House,Kaggle,Other
Other,3780000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,545000,1400.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Other,580000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,818000,1760.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Johor Bahru,820000,1650.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,698000,1440.0,4.0,3.0,Terrace House,Kaggle,Other
Other,498000,1760.0,4.0,3.0,Terrace House,Kaggle,Other
Other,450000,1068.0,3.0,2.0,Condominium,Kaggle,Other
Mount Austin,450000,1033.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Taman Molek,908000,2240.0,5.0,3.0,Terrace House,Kaggle,Taman Molek
Mount Austin,500000,1033.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Other,580000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,698000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,540000,1320.0,4.0,3.0,Terrace House,Kaggle,Other
Other,335000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,395000,906.0,2.0,2.0,Condominium,Kaggle,Other
Johor Bahru,420000,1098.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,1080000,2300.0,4.0,4.0,Cluster House,Kaggle,Other
Bukit Indah,888000,1540.0,4.0,4.0,Terrace House,Kaggle,Bukit Indah
Johor Bahru,1900000,8632.0,5.0,5.0,Bungalow / Detached House,Kaggle,Johor Bahru
Other,950000,3780.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,350000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,320000,728.0,3.0,2.0,Terrace House,Kaggle,Other
Mount Austin,350000,765.0,2.0,2.0,Condominium,Kaggle,Mount Austin
Johor Bahru,938000,2535.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Other,498000,1540.0,3.0,1.0,Terrace House,Kaggle,Other
Other,618000,1300.0,3.0,2.0,Terrace House,Kaggle,Other
Other,610000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,648000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Skudai,788000,1400.0,5.0,4.0,Terrace House,Kaggle,Skudai
Other,1400000,3000.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Mount Austin,850000,2320.0,4.0,4.0,Terrace House,Kaggle,Mount Austin
Other,576000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1300000,2240.0,5.0,4.0,Cluster House,Kaggle,Other
Other,670000,1430.0,4.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,788000,1400.0,4.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,728000,3120.0,4.0,5.0,Condominium,Kaggle,Other
Other,1350000,3200.0,6.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,988000,3200.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,638000,3947.0,5.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,1280000,2560.0,4.0,5.0,Cluster House,Kaggle,Other
Other,300000,1040.0,2.0,2.0,Terrace House,Kaggle,Other
Other,558000,676.0,1.0,1.0,Condominium,Kaggle,Other
Other,338000,661.0,1.0,1.0,Condominium,Kaggle,Other
Johor Bahru,658000,1170.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,698000,1430.0,5.0,3.0,Terrace House,Kaggle,Other
Other,999000,3000.0,5.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,560000,1400.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Permas Jaya,910000,2173.0,4.0,3.0,Terrace House,Kaggle,Permas Jaya
Other,880000,1760.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,580000,3200.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Kulai
Other,320000,650.0,2.0,2.0,Condominium,Kaggle,Other
Other,660000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,560000,1200.0,4.0,3.0,Terrace House,Kaggle,Other
Other,898000,2600.0,6.0,3.0,Terrace House,Kaggle,Other
Johor Jaya,635000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Other,450000,945.0,3.0,2.0,Condominium,Kaggle,Other
Other,625000,1400.0,5.0,4.0,Terrace House,Kaggle,Other
Other,1250000,1760.0,5.0,5.0,Cluster House,Kaggle,Other
Other,680000,1400.0,5.0,4.0,Terrace House,Kaggle,Other
Other,1500000,3150.0,5.0,4.0,Cluster House,Kaggle,Other
Other,680000,1968.0,4.0,3.0,Town House,Kaggle,Other
Other,460000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,550000,1760.0,3.0,2.0,Terrace House,Kaggle,Other
Other,430000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,818000,1870.0,3.0,2.0,Terrace House,Kaggle,Other
Other,668000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,780000,1495.0,3.0,3.0,Condominium,Kaggle,Other
Other,400000,640.0,4.0,1.0,Condominium,Kaggle,Other
Skudai,780000,1170.0,4.0,3.0,Terrace House,Kaggle,Skudai
Johor Jaya,528000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Jaya
Permas Jaya,625000,1635.0,3.0,3.0,Condominium,Kaggle,Permas Jaya
Other,560000,1659.0,4.0,3.0,Terrace House,Kaggle,Other
Other,445000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Permas Jaya,520000,1635.0,4.0,3.0,Condominium,Kaggle,Permas Jaya
Johor Bahru,1200000,3337.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Johor Bahru,330000,1028.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,1080000,1139.0,3.0,2.0,Condominium,Kaggle,Other
Other,428000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,280000,650.0,2.0,1.0,Condominium,Kaggle,Other
Johor Bahru,1650000,3400.0,6.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Other,718000,2100.0,4.0,4.0,Terrace House,Kaggle,Other
Other,410000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,510000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,408000,1700.0,3.0,2.0,Terrace House,Kaggle,Other
Other,850000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,878000,1540.0,5.0,5.0,Cluster House,Kaggle,Other
Other,2300000,5094.0,7.0,7.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,399000,689.0,1.0,1.0,Condominium,Kaggle,Other
Other,835000,3648.0,6.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1650000,1540.0,8.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,638000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,460000,883.0,3.0,2.0,Condominium,Kaggle,Other
Other,455000,705.0,3.0,1.0,Condominium,Kaggle,Other
Other,388000,1284.0,4.0,3.0,Condominium,Kaggle,Other
Other,380000,799.0,3.0,2.0,Condominium,Kaggle,Other
Other,568000,678.0,2.0,1.0,Condominium,Kaggle,Other
Other,1300000,1540.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,438000,941.0,4.0,2.0,Condominium,Kaggle,Johor Bahru
Other,750000,882.0,2.0,2.0,Condominium,Kaggle,Other
Mount Austin,700000,1244.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Bukit Indah,778000,1540.0,3.0,3.0,Terrace House,Kaggle,Bukit Indah
Mount Austin,738000,1540.0,4.0,3.0,Terrace House,Kaggle,Mount Austin
Other,770000,3402.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,299000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Skudai,539000,1540.0,3.0,2.0,Terrace House,Kaggle,Skudai
Iskandar Puteri,2880000,4000.0,6.0,4.0,Terrace House,Kaggle,Iskandar Puteri
Johor Bahru,645000,850.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,720000,1801.0,4.0,3.0,Terrace House,Kaggle,Other
Other,654000,2390.0,5.0,5.0,Terrace House,Kaggle,Other
Other,530000,1850.0,5.0,3.0,House (Others),Kaggle,Other
Other,468000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,468000,1092.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,520000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,2500000,3774.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1450000,3220.0,6.0,5.0,Terrace House,Kaggle,Other
Other,1000000,1217.0,2.0,2.0,Condominium,Kaggle,Other
Other,928000,2260.0,4.0,3.0,Terrace House,Kaggle,Other
Other,650000,1725.0,3.0,3.0,Condominium,Kaggle,Other
Other,950000,3000.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1188000,4110.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,960000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Johor Bahru,4350000,1540.0,5.0,6.0,Bungalow / Detached House,Kaggle,Johor Bahru
Bukit Indah,575000,1400.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Kulai,733000,1706.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Kulai
Other,827000,2940.0,5.0,4.0,Terrace House,Kaggle,Other
Pasir Gudang,288000,770.0,2.0,1.0,Terrace House,Kaggle,Pasir Gudang
Other,680000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,210000,807.0,3.0,2.0,Condominium,Kaggle,Other
Other,1700000,1540.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,2800000,6000.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Kulai,445000,1400.0,3.0,2.0,Terrace House,Kaggle,Kulai
Other,288000,650.0,2.0,2.0,Condominium,Kaggle,Other
Skudai,658000,1540.0,4.0,3.0,Terrace House,Kaggle,Skudai
Other,1600000,1998.0,5.0,5.0,Condominium,Kaggle,Other
Other,860000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,695000,1600.0,4.0,4.0,Terrace House,Kaggle,Other
